Gene name,RPKM  Jeko 
LAMA5,1.82782
WASH2P,1.7759
ALKBH8,10.5515
ST3GAL4,4.76886
CLUAP1,13.4358
MAPK11,0.853387
CBY1,6.89499
SLC22A18,0.966126
ZNF446,2.17182
ZNF180,5.80956
ZNF434,3.80615
CADM1,6.44564
CISD3,2.55045
LINC00094,4.36526
TEP1,3.96499
LRRC8B,5.82367
ATG7,3.01705
PI4KAP1,4.11787
ANKRD16,6.42812
MYPOP,2.90426
NOD1,3.15365
HERC2P2,3.62214
SLC6A9,0.310046
C21orf119,1.12753
FBXL4,1.3889
ABCC4,0.692123
SGTB,2.79575
CD2,0
ZNF816,8.73043
PGPEP1,1.85973
SNAI1,3.47461
ENGASE,1.83201
FARP2,2.69472
C15orf42,7.90882
RASGRP4,0
LIN9,6.1307
TARSL2,5.67792
RAB3IP,4.88612
DARC,0
GBP1,0
ARHGAP18,0.394418
PCYOX1,17.6105
MON1A,4.22342
AKTIP,6.87501
GADD45G,0.220846
PTGES,0.01304
CHL1,0.416287
NMT2,11.9603
ZNF44,4.7559
DEPDC1,0.0224516
CSPP1,5.65319
SLFN5,1.23295
C19orf77,0.668427
PKNOX1,8.35195
ADCK5,0
ATG10,6.50747
PRICKLE3,5.29445
GLTSCR1,2.58717
PTPN4,6.74418
CCDC102A,4.65365
MYH10,6.13371
LRP8,1.59083
BEND4,10.4532
APOBEC3F,2.07828
GPRIN1,3.5573
CHST7,1.31225
KPNA5,5.26499
METTL19,2.93728
SCARNA6,32.5557
LOC283104,11.6592
PSMC3IP,8.60821
PTCD2,6.57301
ZNF45,5.48876
PEX12,4.90496
SCRN3,9.63298
LOC100862671,2.1225
JRK,4.47578
LINC00294,9.99909
LOC100506649,6.60495
UBR3,4.39425
GALR2,0.171855
ZYG11B,4.90894
SEPT7P2,4.42023
ADCK1,6.46621
MLLT3,3.96527
SLC20A2,2.7503
NDFIP2,0.508273
HIST1H4L,53.7047
LUZP1,4.09747
C1orf74,10.0085
KIN,13.1537
DDHD1,3.70207
DHRS7B,2.44111
TRIM52,5.24129
ANXA2R,2.93002
GOLGA8B,0.858443
CNNM2,5.03762
HMBOX1,4.45574
ZBTB42,5.3543
KLHDC5,3.35361
ARNTL2,0.0827902
CD244,0.0342738
ADARB1,2.38328
ACBD4,1.85962
PTGS1,0.539769
EMP1,0.014463
KIF21A,3.01416
STAM2,6.59092
STK32C,14.3771
SPRYD7,8.81648
ZNF767,3.12675
CASZ1,0.960689
N6AMT2,8.15643
CYBRD1,0.275831
PAQR8,4.97411
CENPP,11.3051
SPECC1,0.424875
FUT11,3.81288
TMEM237,7.18213
SRR,11.3019
HIST1H3D,13.722
POLQ,10.9999
KIAA1109,8.61526
SMPD3,5.14539
ZNF93,14.5956
PARG,6.42373
TMEM71,0.628684
ZDHHC9,8.01153
SEC22A,6.59531
PYGM,5.60187
RNASE1,0
NLN,8.20486
DOCK6,3.28278
TMEM194B,7.67081
ESR2,8.75688
CEMP1,3.63871
SNX27,4.44991
TTC21B,10.3774
S1PR2,1.36183
PELI2,11.1128
PIGL,2.04346
C2orf42,7.53927
RELL2,2.97635
XYLT2,2.08936
GDF15,0.0101465
TMEM143,2.38444
REM2,0.80237
DUS4L,11.2147
WDR47,4.5566
FAM118B,7.65363
MDN1,4.93292
EHD3,2.23312
NECAB3,2.73981
LPPR2,1.72884
NFIX,3.61512
ATAD5,6.61699
DAB2IP,5.50683
EPG5,2.90027
PAPD5,3.36298
ATP2B4,3.78306
MACROD2,0.416112
C5orf65,9.20038
PTPRS,1.53126
ERMP1,3.12065
FAM179B,3.87081
SOGA1,6.5069
APOC1,0.175416
LOC728855,2.496117
HIST1H4I,21.8643
ZNF189,7.46922
C10orf10,15.9973
ZNF510,15.8715
HCG18,7.9977
SLC30A7,1.77223
CD33,0.641118
TRIP11,7.73783
NMB,2.97511
CLN5,3.94222
AKAP9,6.95425
ZNF473,3.63791
GK,8.63621
TIGD5,1.77832
TP63,1.97576
PAPOLG,7.37818
CBFA2T2,4.22483
C18orf1,7.73612
ALG9,12.1111
ZNF773,6.13588
RPAP2,4.99716
UBASH3B,3.85069
MICA,2.06481
ERCC6L,14.0771
ZNF700,5.94131
KSR1,0.886394
GCLM,2.69797
FAM3B,1.00167
UTP14C,12.3623
SYTL3,0.644663
ZFP62,7.02515
ZNF654,0
WFS1,5.76938
TSEN2,10.2796
KCTD7,4.60902
BSPRY,4.18681
SPATA13,1.04351
BBS7,17.7107
GTF2H5,6.80334
NFIC,4.706
PRDM15,5.12615
RFX3,1.55843
C16orf91,1.36104
TTC9,0.598208
CD226,0
LRG1,0.115351
RBM41,9.25277
ZNF85,10.0473
PMS2CL,2.2167
GSTA4,11.7883
SCAPER,10.61
RARRES2,0.237264
C1orf159,1.51125
MTSS1L,14.8825
ACADSB,7.4155
ABCB1,0
ATP11A,3.29447
CYTH3,7.01999
ABCA1,21.0536
CLMN,7.2411
RAB33A,1.01221
ZNF587,2.74029
FLJ10038,5.45432
LIPE,10.9207
SPHK1,1.07667
FAM149B1,9.43206
FAM89A,4.92676
LOC339803,6.94401
ARG2,6.93465
ZNF549,3.25185
GKAP1,11.5408
ZNF467,0.0406399
AFG3L1P,3.556
CD200,0.0188894
WBP5,18.9403
VPS53,6.70398
RPS2P32,1.54002
AHR,0.00541799
BSCL2,0
POLR3B,12.5916
CCDC76,4.70364
C17orf75,4.82742
IL2RA,4.50695
EXT1,5.02036
CEP97,9.01583
CHN2,15.3
CASK,3.02075
EID3,0.569077
ZNF354A,4.84571
RALGAPA1,2.54025
C14orf102,9.17144
SPA17,10.9809
RASA4P,5.32885
SAP30L,4.88699
SSX2IP,6.5375
OSM,0.223498
SPR,11.9167
TIGD1,3.0209
UST,1.039
AMN1,7.1306
ACAD10,3.75498
BEND5,2.98946
BTLA,0.0365959
SERINC5,2.71528
WNT5B,0.725935
RAI1,2.83286
TNNI2,0.143542
ZNF124,10.5134
SLC12A6,4.73873
SHPK,5.04153
CHM,9.522
ZNF839,4.23791
ARHGEF9,8.18326
TNKS1BP1,4.14249
ERI2,22.8207
CDK18,5.07921
METTL21A,2.00541
CLDN23,11.1531
REV3L,3.92419
PLAGL1,0.855811
BATF3,0.151176
C3AR1,0
CDAN1,5.78383
FAM174A,1.32252
GPD1L,7.9852
SGCB,11.0507
UBXN8,5.22004
ADTRP,0.0712294
FLJ45340,1.73065
GPR114,4.34805
RNF208,3.84391
SDCCAG8,4.96076
HNRPLL,0.272407
PAQR7,2.35098
GPR174,0.309326
LCOR,7.07406
LOC81691,17.6609
CTIF,3.51799
ZNF383,3.03391
TMEM180,10.7176
SPON2,0.209045
CD1D,1.82769
DLG3,8.87202
NEK3,16.7906
GOLGA8A,0.238454
TTC38,0.946315
RTTN,7.26636
ZNF708,5.38536
WRN,1.74073
GSTT1,0
SULF2,0.0444049
CDK5R1,0.552949
DDX12P,3.62088
ZNF552,2.22842
TDRD7,4.66884
ZNF559,14.6779
PGAP3,1.17194
FAM72D,9.15186
PI4KAP2,2.4266
C17orf53,4.19207
ZNF185,3.26127
SDHAP3,0.661261
CUL7,5.19497
NUBPL,8.80235
TBX21,0.33895
ZNF652,6.08373
PIGM,20.3029
HABP4,7.63111
APC,11.3891
C7orf25,6.78452
LRRC14B,6.75719
SUSD1,4.77665
TBC1D2B,2.03024
INO80B-WBP1,3.3324
PIF1,3.70015
IFIT1,0.223925
ZNF518B,6.90887
CCDC138,9.18875
L3MBTL3,3.91964
GTF2IRD1,1.425
KCTD3,2.89154
PPT2,5.96525
ZNF141,13.3618
CR2,0
EEA1,4.78886
TRIM47,1.99357
ARSB,1.78376
P4HTM,0.56747
NSL1,14.2493
ZNF526,10.6875
EPB41L5,11.151
PABPC1L,1.47083
TMCO4,6.58229
C2CD2L,1.45509
USP37,9.47395
KLHL23,7.62053
UNKL,1.56763
CCNE2,2.33706
CDK6,0.0207236
KIAA1731,15.8031
RFX1,2.84318
TM6SF1,6.23146
SERPINB2,0
GLMN,5.48183
TNRC6B,11.5539
OXNAD1,8.74422
XK,0.0125033
CTSL1,0
SLC9A6,2.62064
PLAU,1.34361
SMTN,7.30446
LOC100506033,0.88558
MFI2,0.586547
OR2W3,0
EGLN3,15.5039
ARMC7,5.64024
FRA10AC1,7.81128
MACF1,4.649
UBE2D4,4.75472
GDAP2,6.09287
IL3RA,0.127445
DBNDD2,0
COMMD3-BMI1,40.1113
PCSK1N,0.46198
ARAP2,0.168285
YIPF6,8.27758
KEL,0.0366254
NIPAL2,1.21359
GPR35,0.108084
HIST4H4,16.2213
ZNF707,2.07792
C1orf27,8.39644
MZF1,1.47435
SYNGAP1,3.33118
BLZF1,7.99545
PHTF1,5.69772
PSEN2,1.12439
NF1,3.80974
TRMT5,6.64014
RAD54L2,13.9316
ZNF416,3.4832
TULP3,8.11826
TCN2,0.282458
AIFM2,2.42067
SCYL3,7.75184
SLC2A11,0.414609
PECR,5.83761
LMTK2,4.29366
NLRC3,0.426795
CRAT,0.234954
RILP,1.02198
C14orf167,11.549
CEP85L,0.940351
ABCA11P,11.3984
KLHL11,1.59524
WASH1,3.28889
PKD1,4.30599
WASH3P,2.86769
SNX30,11.9987
TMCO7,8.02853
MAP7D3,8.12332
PHLDA3,0.620442
MRM1,4.85342
SACS,12.0703
DHRS11,2.79204
HIST1H2BI,35.1493
SOCS7,3.10467
DMXL2,23.5656
DUSP7,4.95239
FANCC,9.79569
KIAA1279,7.95896
ZNF165,0.467577
KIAA2026,5.75038
PLD6,0.0224534
TUBA8,39.8193
NHLRC3,6.83355
C9orf103,1.79786
POLR2J3,11.7173
PPP1R16A,1.79356
PLA2G6,1.41187
WWOX,6.43333
KIF3A,3.95879
AZI1,4.8861
ZSCAN21,7.36865
LOC100289561,2.26649
NME1-NME2,0
DHODH,8.29521
DCLK2,2.00716
MTFMT,8.78437
GOLM1,9.07126
LOC220729,4.86861
MAST2,3.55513
TMEM38A,4.39489
ZNF397,12.2771
PPIP5K1,9.53171
SMOX,0.965265
APAF1,3.48462
PCGF2,1.60727
FCHSD1,3.0675
PRKCZ,0
GDAP1,6.63717
INVS,12.6777
C11orf30,7.98734
APOBEC3D,0.387972
CYB5D2,3.50331
OPA3,6.55675
C14orf49,1.15667
DPY19L3,5.42038
SPTA1,0.230741
RNF8,24.7154
GRAP2,0.94018
PLXNA1,2.02597
DCLRE1A,8.35653
PIK3R3,4.66841
C12orf51,6.42974
TASP1,2.9725
TMEM135,9.93977
RGS3,1.76245
STAG3L2,15.9519
ZNF736,9.95174
PSTPIP2,1.05608
C9orf64,13.6156
HYLS1,5.37193
BOLA1,3.79971
MOSPD1,2.76143
SULT1A1,3.43961
IFIT1B,0
DDX26B,1.72398
MGC57346,5.64898
ZNF783,0.291207
LMAN2L,8.89954
PPP4R1L,1.17606
ZNF680,12.5813
SLC25A45,1.78603
C1orf198,3.98493
ITPKC,1.7452
AARS2,11.7576
C12orf66,3.6932
SDC1,0.170521
SNORA74B,35.8238
LCMT2,11.058
TRIM62,2.2901
ZNF765,4.1131
AK1,0.827145
AGRN,1.84081
ALG1,1.73126
SLC16A6,2.57417
DUSP28,1.4192
SLC2A8,8.02317
RBM45,6.65795
MSANTD4,8.4621
TEX2,6.46205
EREG,0
STEAP3,0.132458
ZNF337,5.29741
KMO,17.9182
DNAJC12,1.91704
TMEM107,5.71203
LOC100294145,5.50469
LOC253039,11.8132
GFI1,1.13728
GPSM1,9.43645
FKRP,1.70914
SASS6,7.7815
RBBP9,10.3964
ANKFY1,5.02533
RBFA,6.3084
OCEL1,1.62001
PEX3,5.10821
HIP1,34.7554
ZNF213,6.3561
BMP3,9.47946
FLYWCH1,4.891
TMEM100,60.8217
GUSBP1,6.61846
DCUN1D4,6.73977
PMS2P5,12.2593
NCKIPSD,4.67372
EXTL2,3.71899
LOC283710,5.89658
NUDT6,21.3722
C17orf58,2.63172
ZCCHC4,8.66321
CPEB4,1.17112
CASP8AP2,8.338
SLC12A2,3.03293
CRYL1,1.09369
VPS13A,16.6887
PDE8A,6.90066
BCAS3,1.27833
TPCN2,4.34615
DGCR14,8.40332
DIEXF,6.16435
DHX57,11.9002
ALDH4A1,8.20549
NAT1,12.4918
FABP6,3.63023
PUS7L,9.37226
RAC3,1.59748
FAM72A,11.7742
NEIL3,10.1151
RFXAP,11.4281
GPHN,3.6368
C4orf33,10.7222
PEX1,3.94665
TUBD1,11.9239
OSBPL7,3.58089
ARHGAP12,11.2184
CAPN3,0.387856
ZNF789,7.00344
HIST1H2BM,59.864
NAP1L5,1.07804
SENP7,6.03579
APOBEC3H,0
TFB1M,7.05424
PARP11,14.1222
ACOX3,6.08732
SUV420H2,3.05643
STK3,4.28854
CRY1,10.3638
SIRT3,8.92777
MPP5,9.61924
TRIM72,5.62106
PER2,3.46357
ZSWIM1,8.04999
ALG6,4.11024
AP4E1,9.44259
LOC338799,1.13839
SNORA53,62.9664
EFCAB4A,0.627177
SPTBN2,7.26859
BTN2A2,6.76241
KIAA0355,1.97288
MAP3K10,1.81911
LRRC45,4.16569
ARHGAP31,2.44436
ZSCAN16,9.37323
MSRB2,5.31336
CALHM2,0.940763
MTRF1,11.9383
SLC35F5,4.23739
PQLC2,4.20409
FAM126B,11.6226
GOLGB1,6.28339
ALS2,7.82106
C12orf73,12.8729
CENPJ,11.9597
CSNK1G1,4.93698
ZNF623,4.74697
C9orf85,10.0651
LOC550112,5.18045
SH3BP4,5.60383
KCNQ5,6.9271
DNAJC16,5.61883
WDR37,6.0498
CLSTN3,3.579
LRRC8C,3.08027
KLC4,12.3529
NFAT5,5.98353
STRN,12.7155
SH2D2A,4.94869
TLR6,1.73479
PAG1,5.34203
CYB561D1,2.55274
SPAG1,0.442198
BBS2,7.52999
ZNF35,7.91691
PLTP,11.2904
SLC29A4,1.44771
B4GALT4,2.83584
XIST,13.5471
HARBI1,9.34302
LTBP1,9.3101
ZNF562,14.4861
HYAL2,5.62211
RPL23AP7,5.59098
DHX58,0.462285
TP53I3,13.8646
FAM117B,3.52182
ZNF302,7.42683
METTL4,6.9689
ITGA2B,0.0170888
LOC202781,2.68732
SH3BP2,1.01085
LOC729013,13.0462
INPP5E,3.43749
CUL9,4.53827
AMIGO3,1.69949
RAB39B,3.16725
DOCK7,7.27358
C7orf60,1.56698
FHIT,0.105518
HERC2,10.9238
FAM178A,8.21102
CAMK4,0.0441846
CEACAM1,1.54172
TTLL5,16.8024
CXCL12,0
ZNF761,4.36463
SAMD10,2.2734
PPP1R37,4.82351
MIR663B,0
LIMA1,4.17017
PRMT10,16.7943
ZNF138,12.3017
ACTR3B,9.93757
CECR7,2.21971
SMAD1,29.9853
ASRGL1,8.70351
NSUN5P1,0
LOC90784,11.2967
CCDC132,3.83207
AASDH,12.9742
SAYSD1,12.6709
UGT8,19.8624
ZNF564,8.83773
GLT8D1,0
COG7,5.44297
KLHL22,4.58414
TCP11L1,7.76869
ZNF426,11.937
CCNJ,8.04368
LRSAM1,5.90925
PRR14L,8.3415
GORAB,3.67455
HLA-G,1.78483
N4BP2,13.448
ZMYM6,6.065
SORT1,1.2208
MT1G,6.70467
C6orf228,5.90858
ZNF37A,19.1882
RBAK,9.2396
DUSP16,0.937102
GTPBP10,8.93338
GGT7,4.20111
EPS8,0.0724863
ZNF273,11.9872
CCDC159,2.73167
ATRIP,7.40515
FAM177B,38.2837
KIAA2018,4.82351
C6orf162,12.078
IL7,0.0871889
IL17RA,2.34343
LINS,4.7356
TMEM170B,10.422
GSTM2,2.16661
SECTM1,0.0201014
SPAG16,6.21317
SPINT1,0.36738
HELQ,5.53195
FAM86A,3.42524
DTNB,11.1648
FAM116B,0.837946
PURA,7.92239
ZNF516,6.49826
NEK8,2.21265
SNORA69,0
ZNF14,2.28388
PCCA,5.6987
CEP76,9.4049
AXIN2,1.72354
ADM2,0.387273
ABCC5,4.05504
MTBP,16.5133
HAAO,0.011741
COL1A2,0
CEP135,13.159
PPAP2A,0
C6orf223,0.919401
CDC42BPB,15.5464
TUBE1,2.19082
TMEM116,7.72951
RECQL5,3.57969
LTB4R,1.393
ENG,0.652217
ANKHD1-EIF4EBP3,10.2595
WDSUB1,7.27353
TMEM218,1.79557
ZNF48,6.44569
AQP3,0.204571
ZNF268,13.0841
C19orf12,2.78331
ITGAE,0.419982
MAP1B,4.08131
ZSCAN29,7.59066
TSC1,8.94926
ARG1,0
KIAA1715,10.2658
OGFOD2,5.73691
CTU1,2.18031
CCDC61,4.65933
RCAN1,6.45304
DPYD,2.7791
ACTR5,7.33917
KBTBD6,9.98681
STS,19.7146
ZNF253,14.8063
KIAA1797,4.41629
DHX32,10.9416
ANKRD9,1.67642
LOC100506930,14.9223
WASH7P,4.53835
GDPD5,3.59577
NEURL4,5.64084
DCP1B,9.88398
CTCFL,97.0428
ZNF468,2.70317
ZNF254,8.35151
MCAM,1.13047
UHRF1BP1,6.66063
STK39,6.57214
PDSS2,4.83205
AGL,6.18103
FANCE,4.76768
TRIM35,3.66521
CAMKMT,16.6846
CCT6P1,2.8071
LOC100129196,0.112639
LOC729683,6.52773
HIST1H2BF,34.0898
RAD51D,5.36706
DOPEY2,4.86284
CD302,0
MYL9,0.215724
ABCB6,7.13178
ZSWIM7,2.32506
C1QC,0
ZNF251,3.316
SLFN13,1.23506
FAM55C,9.97965
JAG2,1.16278
ZNF764,3.58822
FAM188A,13.8001
POMC,4.30918
MSR1,3.63156
C17orf108,0.761886
CIB2,1.17616
C19orf59,0.0918494
SLC25A20,5.417
PCBD2,5.62491
ZNF646,8.16749
ALDH6A1,11.3419
C10orf57,3.55878
N4BP2L1,1.07761
IGHMBP2,5.86664
QPCT,0
HIST1H2BO,60.8807
FBXW9,10.7522
SLC10A7,9.43583
SLC24A6,2.86972
BCL9L,1.12182
CDK19,5.65541
E2F7,15.0227
LOC100505687,9.18151
LOC645513,5.89132
ANKRD36BP2,17.5282
MSH5,3.06935
B3GNT1,7.95899
DCAF10,13.9532
TOR1B,5.93841
RRAGD,3.39995
PCNT,4.7591
INHBE,1.66115
C11orf80,2.67848
ZNF827,19.1231
KLF12,15.065
NR2C1,7.32494
HIST1H2BN,32.2818
RFT1,5.96445
BDP1,9.34032
UMPS,5.06898
PRKCI,7.78184
AGAP2,9.15282
HERC1,8.50003
ZNF747,3.09923
SH2D3A,0.900512
FOXJ2,3.52424
FXYD7,0.883752
LOC389906,1.96065
PTCD1,9.22483
C20orf96,10.0481
PIBF1,14.223
RASA4,2.52155
MR1,3.00715
BBS4,11.8122
HPDL,13.9454
SLC48A1,9.07214
HEATR3,8.35783
KIFC2,0.487864
FAM8A1,4.84886
ATXN7L2,4.99695
DNAJC24,9.13723
SNORD58C,0
LOC728392,2.31926
TMTC4,13.8498
C5orf56,0.806966
CNNM4,2.39682
PKP4,12.1819
CD8A,0.0672577
NEU3,9.34913
FBXO30,5.00773
APBB1,5.22293
LIN37,2.28829
RTP4,2.02391
NFATC4,13.2126
RRAGB,5.48679
CRAMP1L,6.72411
MTHFR,6.57775
TTPAL,5.00446
ZAP70,4.64457
ADAT3,12.267
DCAF17,8.98433
MBTPS2,14.8924
COG6,7.15854
HIST1H2AL,23.7046
FKBPL,7.6202
ZFAT,3.71998
NR1D1,1.99876
MFSD2A,1.33438
CDC37L1,2.51721
C5orf4,0.217747
ABHD14A,2.44496
SMURF1,7.2778
SIRPB1,0.209279
C3orf23,8.8316
LINC00494,2.36627
RRP7B,8.42748
ORC4,12.4247
FOXRED2,12.5874
CC2D1B,3.88098
GGT1,0.204753
POLR3G,4.56415
TAF4,2.74796
SH3PXD2A,13.916
UTP20,9.99745
C20orf7,11.2497
MLLT4,8.01308
TUBGCP5,10.795
SMURF2,2.56995
FAM57A,3.31329
CXCR7,1.67654
PEX13,7.25445
UBD,0
SETBP1,7.44681
MANEA,4.55616
TRANK1,0.339923
NHLRC2,10.848
ZFYVE19,6.48885
STRN3,5.23418
BTBD7,4.39016
LOC729678,3.74886
CXCL3,0
THAP3,4.20764
C19orf40,9.98302
WDR83,0
FAM108C1,3.71158
ANKRD13C,3.93639
TNFSF10,1.01334
CCR1,1.56494
IL6,0.0439357
COX18,9.01075
POMT1,5.73098
PAOX,2.66087
ELK3,6.4431
GPSM2,17.1335
HIVEP2,8.25578
B3GALNT2,7.16232
MAP3K4,4.50056
NAA38,6.35383
PKN2,4.24015
LGALS8,11.3814
RPAIN,13.8626
TMEM102,3.00811
PMS2L2,5.57509
KIAA1586,12.6283
PIGK,4.58899
SPATA5L1,7.67172
TNFSF8,10.3534
WDR44,6.06886
PGM3,10.2524
DIAPH3,15.2192
DPY19L1,7.41505
ZNF688,3.52246
ERMAP,0.615415
MON2,9.59591
ZFP64,8.08326
DBF4B,8.12518
MSTO1,4.27863
MLL2,10.274
ENOX2,4.99446
SCLT1,18.0583
PLXNA3,0.600778
SLC39A4,3.60763
PRIC285,1.02126
MTRF1L,5.56514
ZFP82,4.74726
ANKMY2,11.7759
ACER3,15.7887
LINC00341,0.650695
ETV4,0.0541013
HAGHL,0.219183
FMNL3,1.16017
BHLHE41,2.88888
ZIK1,6.51472
ZNF506,7.11297
DNAL4,3.33218
ASH1L,11.7702
ST3GAL3,4.94557
MCM9,3.60402
SNAPC4,6.30042
H6PD,4.26262
ZNF212,7.15366
HERC3,6.34212
CLSPN,16.0488
NLK,3.64494
HIST1H3B,39.6582
FAM72B,13.7524
C15orf41,9.00342
ZNF544,7.013
PHLDA1,0.121354
AHDC1,8.04063
MAST4,3.56583
ZNF671,4.55055
ATP9B,7.74932
FLJ20021,3.70979
NAGPA,0.999395
ZNF100,9.26366
SNHG10,4.64056
OXSM,4.45457
FAM81A,17.031
TMEM86B,0.553928
PRKAR2B,0.801834
MUTED,8.24445
ZNF275,4.57282
PDIK1L,10.7227
CA11,2.04278
EGR3,0.546879
TMEM177,14.6105
MCTP2,10.3803
CEBPA,1.45435
TNFAIP1,5.53135
DTWD1,14.8226
ARHGAP21,10.3416
CRNDE,5.35183
SNAPC1,3.57973
CEP104,7.14061
BARD1,10.7154
HERC5,0.74961
VPS54,4.45505
PIK3CB,6.45365
LAT,0.196214
SYT11,2.30372
GCA,0.661487
TMEM87B,1.57259
FBXL15,8.2259
ETFDH,11.8777
CTSE,0.05705
DIP2A,7.08569
PLA1A,0.204318
TECPR1,6.2844
ZNF398,11.1783
ZNF576,15.7934
PCNX,5.65453
IFT20,0
LOC440288,7.63748
KIAA1468,3.50091
ALG11,21.0083
FBLN1,6.42198
FAN1,24.2753
HOOK3,10.1152
KIAA1324,4.70191
C5orf62,0.539242
C17orf101,3.60518
FAM122C,4.31119
ZNF43,15.1848
PLEKHH3,4.46293
VPS37C,12.7771
SPIN4,15.6772
TRMU,3.29019
TTC28-AS1,6.85841
EDEM3,8.25845
APOM,0
MTAP,13.3601
GALC,2.17945
KANK1,4.06624
PDIA5,4.42694
ADAM28,7.00274
SRBD1,7.63606
OSTM1,3.69227
GBP4,0.0376958
RELL1,4.85047
LTBP3,2.93343
ST20,2.16251
RINL,5.06019
INSR,8.40846
ZBTB26,11.164
PMS2P4,6.42826
FBXO22-AS1,0
TNFRSF10D,0.194375
NUMBL,4.51009
HEATR7A,3.40715
RPS6KA2,1.37383
UBR1,11.3238
FAM159A,0.240686
TDRD3,16.8111
MDM1,5.992
C2CD3,10.0998
C2orf44,12.5615
MAP2K6,11.526
ZBTB40,4.39861
TRIM13,13.5504
NEK4,12.2565
TMCO6,9.0091
ING5,4.96292
APOL1,0.146996
SLC36A4,12.5569
FBXL17,2.37609
SLC35B4,5.39109
WARS2,7.51134
WDR7,7.63934
BMPR2,0.877442
PIK3C2A,13.656
ACP2,7.39415
NOMO2,12.5101
LINC00338,3.64604
ZNF324,5.79297
GNB4,11.1067
ZKSCAN5,8.98385
GLI4,1.36283
WDR24,5.6275
ANTXR2,3.49848
FAM46A,1.70792
HCAR3,0.0167311
FAM69B,3.91216
ZFPM1,0.57718
COL18A1,1.01626
NSUN6,14.7188
TMEM63A,3.11927
PPP1R21,4.36419
KIAA0232,9.02785
ATXN2,9.74664
GOLGA4,7.44849
C17orf103,0.667917
PTRH1,9.13849
ALKBH1,9.8865
NAT6,5.06576
HIATL2,5.88474
SUMF1,1.96791
ABHD6,2.08588
DYRK4,6.46054
C16orf70,5.06948
ZNF431,6.42341
MXRA7,1.83546
MUM1,7.15908
ABHD8,2.98033
ACO1,27.5217
ZFYVE1,6.61559
IL15RA,0.574988
KIAA0586,12.7073
FBXW8,10.9814
HBG1,0
HIST1H3G,45.9299
C12orf4,18.0378
C14orf93,5.95544
ZFP90,8.46361
ANKRD36BP1,6.29868
MLL,7.93838
LAMP3,0.119988
HNRNPU-AS1,7.93001
KLHL28,5.11857
A1BG,0.741854
SETDB2,28.7673
DPEP3,107.426
RAD54B,2.19194
SIK2,19.1648
NOL9,6.88587
NFRKB,4.87709
MGA,11.1514
YPEL2,0.774888
NFE2L3,3.74771
ASPHD2,3.82796
XKR8,2.46743
DENND4C,4.41197
STAC3,3.87899
ZBTB45,3.23023
C1orf112,6.88706
BDH2,14.5961
FBXO44,4.80719
TMEM63B,4.22981
RIPK1,3.3661
MBOAT2,10.8789
SLC7A11,3.97461
MCART1,6.55225
PTPRE,2.42307
SCARNA4,51.6558
CSRP2BP,13.55
MATK,5.03757
C17orf63,4.56162
EIF2C4,6.39909
NPTX1,0.143625
TRMT1L,13.4517
ZNF83,7.87257
ENPP4,8.66182
IGFBP2,0.150356
REEP3,5.67549
PALB2,12.5266
EPDR1,9.74735
PTGDS,0
PRAM1,0.0570453
C5orf30,6.12617
PLA2G15,6.59202
ANKRD46,6.38229
ZDHHC3,7.05441
MAP2K4,3.96677
HIST1H1D,31.5519
JHDM1D,2.97025
APOE,0.0734304
DHX34,9.47784
PAWR,4.84953
TXNDC15,7.14774
CENPE,21.6205
TAF1A,16.8772
LIPT1,5.79655
TESK2,2.18465
LRP5,13.0482
ZC4H2,18.3839
PRR12,5.33359
C6orf70,4.64153
HINFP,4.00042
ERCC8,5.35731
PYCRL,5.381
ZP3,1.5215
PCYOX1L,5.3481
TMOD1,0
ZNF845,4.83463
CLDN15,1.41293
TPMT,14.2882
TSHZ1,11.1026
JMJD7,4.63495
DNAJB4,3.81447
SLC35E3,15.3358
ZZEF1,4.80495
RHEBL1,6.5838
ZNF319,4.48174
APOOL,16.4137
PARM1,0.0569842
TRIP6,1.32371
BPHL,10.6759
PAQR3,12.8879
SH3YL1,10.357
POLR3F,10.8096
FAM177A1,5.54811
TCEAL1,0.789699
SLC35A3,1.42036
FBP1,0.698152
ANKH,7.83902
CLCC1,10.939
GPR89A,10.4588
CTXN1,3.09459
RAB11FIP2,6.74281
KANK2,2.61549
ZNF668,4.63019
MAP3K5,1.72082
LTN1,5.5126
GCC2,3.90255
LOC100506100,0.790464
TMEM176A,0
NRSN2,5.30922
ZNF529,3.19608
LMCD1,9.87473
PRKAG2,3.52488
HEATR6,4.6199
LLGL1,3.46976
TM2D2,5.61706
PLEKHA1,9.41203
NAIF1,7.10106
URB1,10.0801
PORCN,7.7702
LRRC26,1.57273
SLC5A3,11.9548
SHQ1,8.90917
FAM45B,21.317874
FAM190B,6.83441
CEP350,13.1899
SLC38A9,11.5994
EHBP1,12.0571
SLC25A15,14.6496
CPPED1,13.9994
COBLL1,2.03506
CASD1,1.92458
ZNF10,7.20402
TFR2,6.04361
POLR3A,18.2663
RPP40,13.1698
KLHL20,12.431
C15orf48,0.271609
DPEP2,0.525119
ZNF710,6.84529
ACOT13,15.2432
ZNF12,4.81587
AIG1,0.147232
STX2,8.99318
SATB1,10.6885
DDX31,6.83903
TOMM40L,7.96748
MTR,10.2228
TRAIP,14.1198
DENND3,0.66815
HIST3H2A,0
RASA2,4.1657
EYA3,11.0571
LZTFL1,5.09686
ZNF551,7.34199
